imdb_score,movie_id,release_year,movie_title_length,aspect_ratio,genres_length,distributor_length,actor1_length,is_Miramax,is_Nov,is_Dec,comput,campus,holiday,riot,terror,escap,wish,love,action,adventure,scifi,thriller,western,sport,horror,drama,war,crime,documentary,biography,fantasy,comedy,family,movie_budget,duration,nb_news_articles,movie_meter_IMDBpro,nb_faces,actor3_star_meter,animation,actor1_star_meter,R,PG-13,Approved,TV-G,TV-14,is_color
7.5,6457,2013,13,2.35,23,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20000000,112,3464,304,0,5148,0,302,1,0,0,0,0,1
5.3,6469,2014,16,2.35,20,17,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2400000,97,14,36627,5,2686,0,124,0,0,0,0,1,1
4.9,6480,2000,11,1.85,20,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9000000,91,13,16856,1,3150,0,779,0,1,0,0,0,1
7.3,6519,1999,8,2.35,12,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8000000,103,559,5639,0,5085,0,2613,1,0,0,0,0,1
7.3,6539,2011,5,2.35,5,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6500000,101,3492,2229,0,563,0,327,0,0,0,0,0,1
6.2,6545,2006,18,1.85,13,17,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6000000,97,14,49261,0,31089,0,5905,1,0,0,0,0,1
6.4,6548,2014,4,2.35,22,28,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40000000,89,1265,994,0,12438,0,114,1,0,0,0,0,1
7,6557,1999,20,2.35,23,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16000000,100,87,6696,0,4490,0,2077,1,0,0,0,0,1
7,6564,2002,10,2.35,18,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,20000000,127,229,8213,0,2462,0,913,0,0,0,0,0,1
7.7,6565,1992,26,1.85,35,20,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12000000,89,186,13820,0,22605,0,5212,0,0,0,0,0,1
6.7,6569,2008,15,1.85,20,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,130,235,9806,0,1389,0,2017,1,0,0,0,0,1
7.3,6570,2006,83,1.85,6,21,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18000000,82,295,3641,1,216516,0,16200,1,0,0,0,0,1
5.9,6585,2000,11,1.85,12,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10000000,98,1630,1801,1,5628,0,345,0,1,0,0,0,1
5.5,6589,2000,17,1.85,20,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15000000,94,0,145169,4,2595,0,343,0,1,0,0,0,1
6.1,6599,2014,18,1.85,23,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5000000,93,1,582,0,36,0,1715,1,0,0,0,0,1
7,6600,2011,4,2.35,23,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,40000000,109,17,3649,0,340419,0,6620,1,0,0,0,0,1
7.1,6603,2006,16,1.85,39,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8700000,100,408,4794,0,1373,1,159,1,0,0,0,0,1
5.3,6608,2009,23,1.85,14,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18000000,102,4,7451,1,5146,0,2440,0,1,0,0,0,1
6.8,6616,1995,4,1.85,19,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,30000000,91,290,4640,0,14457,0,6154,0,0,0,0,0,1
5.4,6626,2009,14,1.85,13,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35000000,100,325,9607,4,4088,0,2907,0,0,0,0,0,1
7,6627,2007,10,1.85,14,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000000,133,3584,2258,2,1180,0,2927,1,0,0,0,0,1
7.3,6632,1999,23,1.85,20,7,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,40000000,139,482,2400,1,4110,0,1232,1,0,0,0,0,1
7.2,6641,2003,4,1.85,28,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7500000,105,512,12758,1,9099,0,2966,1,0,0,0,0,1
5.5,6660,1998,12,2.35,23,16,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14000000,99,214,3288,4,7910,0,1300,1,0,0,0,0,1
6.4,6676,1994,16,1.85,27,20,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,22000000,97,254,6481,0,5463,0,3155,0,0,0,0,0,1
6.6,6716,2008,21,2.35,24,16,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,55000000,104,413,4365,0,2795,0,2653,0,1,0,0,0,1
5.9,6725,2005,14,2.35,14,12,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000000,98,88,7556,2,1584,0,2799,0,1,0,0,0,1
5.9,6728,2008,21,1.85,14,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40000000,112,151,8659,3,1661,0,5481,1,0,0,0,0,1
5.4,6729,1989,31,2.35,32,18,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,27800000,107,128,8545,1,9685,0,3828,0,0,0,0,0,1
7.1,6739,1998,28,1.85,14,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23000000,107,498,2749,1,6237,0,1988,1,0,0,0,0,1
6.5,6750,2014,7,1.85,14,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40000000,117,585,2447,0,2867,0,313,0,1,0,0,0,1
5.7,6761,1993,14,1.85,20,12,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19000000,92,86,13428,0,630566,0,123050,0,0,0,0,0,1
8.1,6762,2005,12,2.35,17,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17500000,121,609,3265,1,13644,0,2907,0,1,0,0,0,1
5.7,6770,2000,7,1.85,20,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10000000,101,10,22601,0,6503,0,513,1,0,0,0,0,1
5.6,6774,2002,11,2.35,18,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10000000,96,28,10219,1,3281,0,1504,1,0,0,0,0,1
7.7,6790,2006,28,1.75,11,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000000,92,1,23187,0,91071,0,4334,0,0,0,0,0,1
6.5,6802,2009,17,2.35,26,17,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14000000,108,615,2790,4,1932,0,91,1,0,0,0,0,1
6.3,6804,2005,13,2.35,21,10,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,32000000,87,206,5268,1,2066,0,304,0,1,0,0,0,1
6.5,6814,2002,13,1.85,13,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5000000,93,363,6828,3,5905,0,170,1,0,0,0,0,1
3.3,6831,1994,33,1.85,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6200000,83,22,11194,0,4929,0,1720,0,0,0,0,0,1
7.1,6858,2012,10,1.85,5,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32000000,144,2587,980,31,204821,0,263634,1,0,0,0,0,1
6.9,6860,1999,16,1.85,13,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10500000,97,779,1581,3,6326,0,875,1,0,0,0,0,1
5.9,6863,2007,11,2.35,22,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20000000,96,71,8498,0,22967,0,2303,0,1,0,0,0,1
5.8,6877,2006,12,1.85,20,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52000000,106,615,5318,1,970,0,595,0,1,0,0,0,1
6.6,6887,2006,10,1.85,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000000,96,88,16543,1,29865,0,4490,1,0,0,0,0,1
3.8,6893,1994,14,2.35,32,18,11,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,35000000,102,2366,3290,1,4998,0,1926,0,1,0,0,0,1
8.1,6894,2005,19,2.35,11,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30000000,132,2019,1665,1,2570,0,102,0,1,0,0,0,1
8,6896,2008,9,2.35,18,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15000000,107,1803,1609,1,31890,0,5454,1,0,0,0,0,1
7.6,6934,2009,15,1.85,26,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,15000000,131,8660,1958,0,4542,0,632,1,0,0,0,0,1
6.4,6963,1992,16,1.85,25,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,10000000,100,257,2389,8,2857,0,10915,0,0,0,0,0,1
7.5,6965,2013,17,1.85,23,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,900000,85,2397,5301,0,33774,0,6363,1,0,0,0,0,1
7.6,6974,2003,11,2.35,12,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6000000,101,158,8385,1,106266,0,4152,0,1,0,0,0,1
5.9,6979,1995,26,1.85,20,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,45000000,96,27,5308,1,3723,0,2284,0,0,0,0,0,1
5.6,6982,2005,19,2.35,27,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,45000000,95,94,7436,1,1739,0,1259,0,0,0,0,0,1
7.3,6983,1985,29,1.85,20,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4000000,108,627,1318,0,10275,0,1781,1,0,0,0,0,1
7.8,6986,2013,10,2.35,21,18,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12000000,123,964,924,1,3854,0,1688,1,0,0,0,0,1
5.2,6995,2009,21,2.35,6,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40000000,82,1286,5000,0,639,0,1339,1,0,0,0,0,1
5.6,7005,2005,10,2.35,21,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,30000000,103,418,9370,2,20965,0,2956,0,1,0,0,0,1
7.2,7009,2009,16,2.35,15,7,14,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21000000,99,286,10865,1,3928,0,379,0,1,0,0,0,1
5.4,7022,2004,12,1.85,12,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37000000,109,326,1965,4,2452,0,687,0,1,0,0,0,1
6.2,7035,2005,16,2.35,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15000000,97,639,5646,8,40170,0,26074,1,0,0,0,0,0
7.7,7052,2004,8,1.85,5,14,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20000000,124,50,4304,0,3454,0,52,1,0,0,0,0,1
8.1,7056,1962,32,1.85,13,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3200000,113,153,5071,1,4036,0,5201,0,0,1,0,0,0
5.7,7059,2015,14,2.35,18,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14800000,115,1419,2618,3,6687,0,501,1,0,0,0,0,1
6.4,7068,2004,11,2.35,29,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,27000000,101,491,290,0,4299,0,5129,1,0,0,0,0,1
6.3,7083,2000,8,2.35,22,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,33000000,109,839,2897,1,9076,0,5989,1,0,0,0,0,1
6.4,7091,2009,22,1.85,22,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18500000,100,619,5970,3,2049,0,440,0,1,0,0,0,1
6.4,7104,2012,9,2.35,22,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,26000000,110,844,7473,1,5721,0,1774,1,0,0,0,0,1
4.6,7114,2012,21,1.85,6,18,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5000000,96,1156,8478,0,4961,0,7870,1,0,0,0,0,1
2.3,7115,1998,21,1.85,6,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000000,95,166,20564,1,7930,0,9338,0,1,0,0,0,1
7.3,7119,1988,21,1.85,26,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,13000000,121,10,6787,1,6200,0,566,1,0,0,0,0,1
6.3,7134,2013,33,2.35,6,18,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000,143,2996,3080,2,296,0,413,0,1,0,0,0,1
8,7138,2004,17,2.35,27,7,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,30000000,137,247,1423,0,6583,0,1987,1,0,0,0,0,0
5.7,7153,2013,14,2.35,12,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35000000,120,1593,4988,2,5714,0,595,1,0,0,0,0,1
7.1,7154,2015,7,2.35,48,18,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,55000000,121,687,1293,0,8115,0,5132,0,1,0,0,0,1
6.1,7159,2002,18,2.35,14,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38000000,108,0,51786,1,3671,0,1236,0,1,0,0,0,1
8.2,7170,1982,9,2.35,21,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15000000,109,2486,1094,0,12354,0,1905,1,0,0,0,0,1
4.8,7171,2007,21,1.78,41,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7000000,111,162,8090,5,4026,0,4439,0,0,0,1,0,1
7.8,7193,2012,23,2.35,20,21,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21000000,122,6941,1295,0,9,0,84,1,0,0,0,0,1
6.2,7203,2008,25,2.35,20,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14000000,106,15,23920,2,19259,0,7930,0,1,0,0,0,1
6.8,7213,2007,9,2.35,14,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27500000,122,299,4840,2,559,0,1304,1,0,0,0,0,1
6.4,7215,2015,15,2.35,15,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12000000,106,558,6854,0,2490,0,16326,0,1,0,0,0,1
6.8,7223,1978,13,2.35,22,12,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5000000,130,70,10327,0,4723,0,9723,0,0,0,0,0,1
5.5,7247,2009,8,2.35,29,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35000000,101,562,7670,1,8897,0,3067,1,0,0,0,0,1
5.7,7266,2010,15,1.85,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52000000,125,18,4381,12,266,0,9,0,1,0,0,0,1
5.3,7267,2013,7,1.85,20,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2000000,97,0,240491,1,6782,0,4274,0,1,0,0,0,1
6.5,7271,2000,9,1.85,6,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15600000,94,630,2999,5,4685,0,2301,1,0,0,0,0,1
7.1,7309,2011,17,2.35,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12500000,101,2182,4529,1,2017,0,215,1,0,0,0,0,1
7.2,7313,1982,16,1.85,21,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5500000,125,573,6872,0,8476,0,3176,0,0,0,0,0,1
7.4,7329,2006,15,2.35,19,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2000000,104,660,8295,1,3454,0,3521,1,0,0,0,0,1
5.3,7354,1996,5,1.85,21,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,30000000,110,9,22513,3,3925,0,463,0,0,0,0,0,1
6.4,7370,1994,13,1.85,31,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8000000,107,393,4803,0,6580,0,2137,1,0,0,0,0,1
6.7,7376,2006,12,2.35,23,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14000000,98,69,33017,3,93918,0,6017,0,1,0,0,0,1
7.2,7390,1997,14,1.85,18,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3500000,91,666,4275,3,7702,0,4548,1,0,0,0,0,1
8.4,7393,1999,15,2.35,5,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15000000,122,3110,646,0,31141,0,625,1,0,0,0,0,1
5.5,7423,1991,13,1.85,12,29,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15000000,110,125,6017,2,33378,0,5301,1,0,0,0,0,1
4.6,7428,1986,15,1.85,38,18,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,35000000,110,760,4608,1,8605,0,976,0,0,0,0,0,1
8.7,7451,2015,22,2.35,30,11,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1400000,135,14,83425,1,4832907,0,502173,0,1,0,0,0,1
6.3,7452,1998,9,1.66,12,13,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12000000,113,8,10775,0,12535,0,1966,1,0,0,0,0,0
6.4,7458,2012,18,2.35,29,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,17000000,95,2805,2671,0,1442,0,453,0,1,0,0,0,1
5.9,7467,1987,26,1.85,28,24,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1100000,92,33,25291,0,9961,0,7303,1,0,0,0,0,1
7.3,7473,2014,24,2.35,12,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22000000,122,451,3904,3,29895,0,2699,0,0,0,0,0,1
7.2,7482,1954,28,1.37,37,37,11,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,5000000,127,3,7586,0,16666,0,4396,0,0,1,0,0,1
6.4,7484,1981,10,1.85,21,18,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5000000,99,45,8405,2,993,0,151,1,0,0,0,0,1
6.2,7492,2006,8,2.35,27,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15000000,121,85,19009,4,1127,0,5803,1,0,0,0,0,1
6.5,7493,2002,11,1.85,21,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,40000000,74,11,34922,2,3935,0,651,0,1,0,0,0,1
5,7507,1981,29,2.35,24,18,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18000000,98,35,24846,0,14052,0,5699,0,0,0,0,0,1
7.6,7533,2002,14,1.85,5,50,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9000000,121,189,19039,0,73616,0,4698,1,0,0,0,0,1
7.2,7559,1998,14,2.35,21,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,25000000,117,51,19949,0,1807,0,3501,0,1,0,0,0,1
5.8,7591,2003,17,2.35,27,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,20000000,105,126,6936,1,1037,0,987,0,0,0,0,0,1
3.8,7598,1998,3,2.35,14,15,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13000000,84,33,24983,0,1587,0,5129,1,0,0,0,0,1
6.6,7604,1997,27,1.85,28,12,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20000000,94,34,13859,1,1583,0,1278,0,0,0,0,0,1
6.7,7619,2010,17,2.35,20,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,17000000,132,515,7752,1,24304,0,2907,1,0,0,0,0,1
6.7,7628,2008,10,1.85,28,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,20000000,102,524,8899,3,54082,0,4966,0,1,0,0,0,1
7.2,7640,2002,17,2.35,13,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000000,132,116,10606,1,2423,0,252,0,0,0,0,0,1
7.1,7648,2007,8,1.85,20,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2000000,108,294,2652,1,8439,0,3827,0,1,0,0,0,1
6.2,7650,2013,11,2.35,20,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,35000000,109,887,6308,3,6410,0,2069,1,0,0,0,0,1
6.1,7655,2012,23,2.35,29,11,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,12000000,138,71,37814,0,34799,0,16784,0,0,0,0,1,1
6.3,7669,2007,3,2.35,21,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25000000,103,14,5216,0,1993,0,304,1,0,0,0,0,1
6.5,7677,2013,11,2.35,18,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,26000000,129,211,2019,4,8215,0,130,1,0,0,0,0,1
6.2,7681,1998,22,1.85,20,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17000000,82,98,7309,2,5276,0,505,0,1,0,0,0,1
7.7,7700,2001,12,2.35,20,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,45000000,122,3006,1862,2,2482,0,341,1,0,0,0,0,1
6.9,7702,1985,15,1.85,25,16,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10000000,109,98,6230,1,4244,0,6313,0,1,0,0,0,1
7.2,7706,1978,6,2.35,15,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,110,1189,767,2,11755,0,213,0,1,0,0,0,1
6.6,7718,2006,11,2.35,24,16,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50000000,132,2378,2860,0,3176,0,1475,1,0,0,0,0,1
7,7730,2007,11,2.35,23,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30000000,88,96,14031,1,1017,0,1662,0,0,0,0,0,1
8.3,7767,1994,11,1.33,23,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,700000,170,671,18001,0,128954,0,123577,0,1,0,0,0,1
5.9,7768,1986,10,1.85,37,30,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2700000,93,26,5162,2,5344,0,1429,1,0,0,0,0,1
7.9,7770,2001,30,2.35,20,22,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15000000,120,69,3441,3,85747,0,27355,0,1,0,0,0,1
