"imdb_score","movie_id","release_year","movie_title_length","aspect_ratio","genres_length","distributor_length","actor1_length","is_Miramax","is_Nov","is_Dec","comput","campus","holiday","riot","terror","escap","wish","love","action","adventure","scifi","thriller","western","sport","horror","drama","war","crime","documentary","biography","fantasy","comedy","family","movie_budget","duration","nb_news_articles","movie_meter_IMDBpro","nb_faces","actor3_star_meter","animation","actor1_star_meter","R","PG.13","Approved","TV.G","TV.14","is_color","log_nb_news_articles","log_movie_meter_IMDBpro","log_movie_budget","log_duration"
7.6,4839,2001,13,2.35,21,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52500000,127,2302,2087,1,3352,0,2423,0,1,0,0,0,0,7.74153358928183,7.6434829070772,17.7763237275619,4.84418708645859
6.6,4858,2014,13,2.35,6,29,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44000000,112,1462,3425,4,3551,0,343,1,0,0,0,0,1,7.28756064030972,8.13885675069633,17.5997001918825,4.71849887129509
7.5,4865,2005,21,1.85,30,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15000000,129,749,3513,0,9588,0,2129,1,0,0,0,0,1,6.61873898351722,8.16422565226583,16.5235607590665,4.85981240436167
6,4869,1996,13,2.35,21,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,47000000,96,235,5337,1,7324,0,2613,0,1,0,0,0,1,5.45958551414416,8.58241897633394,17.6656581596743,4.56434819146784
7.9,4888,1994,7,1.85,22,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,18000000,127,1008,3804,1,4184,0,121,1,0,0,0,0,0,6.91572344863131,8.24380842366528,16.7058823158604,4.84418708645859
4.8,4902,1993,32,1.85,45,15,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,17000000,96,40,10661,0,25200,0,1531,0,0,0,0,0,1,3.68887945411394,9.27434750195047,16.6487239020205,4.56434819146784
6.4,4919,2001,14,1.85,22,7,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,48000000,123,34,8295,1,1682,0,336,0,1,0,0,0,1,3.52636052461616,9.02340820262454,17.6867115688722,4.81218435537242
7.1,4920,1983,8,1.85,15,28,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12000000,114,498,4008,0,989,0,2613,0,0,0,0,0,1,6.21060007702465,8.2960476427647,16.3004172077523,4.7361984483945
6.4,4935,2010,9,2.35,32,21,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,40000000,107,2834,485,0,5747,0,580,1,0,0,0,0,1,7.94944442025063,6.18414889093748,17.5043900120782,4.67282883446191
7.2,4946,1994,5,2.35,31,21,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,25000000,116,873,2840,0,4401,0,181,1,0,0,0,0,1,6.7719355558396,7.95155933115525,17.0343863828325,4.75359019110636
6.8,4947,2013,18,2.35,20,25,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,22000000,116,1135,3729,0,8075,0,49,1,0,0,0,0,1,7.0343879299155,8.22389538017882,16.9065530113226,4.75359019110636
7.2,4951,2008,12,1.85,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1000000,97,833,14977,1,31173,0,2967,1,0,0,0,0,1,6.72503364216684,9.6142709699924,13.8155105579643,4.57471097850338
8.3,4958,1963,16,2.35,36,14,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4000000,172,474,2889,0,15379,0,3204,0,0,1,0,0,1,6.16120732169508,7.96866570046623,15.2018049190842,5.14749447681345
6.1,4966,2002,17,1.85,22,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,50000000,115,75,3790,0,3442,0,215,1,0,0,0,0,1,4.31748811353631,8.24012129807647,17.7275335633924,4.74493212836325
4.8,4972,2010,15,2.35,23,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25000000,107,693,10499,2,8909,0,1389,1,0,0,0,0,1,6.5410299991899,9.25903529351494,17.0343863828325,4.67282883446191
7.5,4980,1995,19,1.85,25,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,30000000,133,282,1595,2,643,0,671,1,0,0,0,0,1,5.64190707093811,7.37462901521894,17.2167079396264,4.89034912822175
5.1,4982,2002,9,1.85,29,33,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,35000000,99,96,9759,1,6251,0,3204,0,0,0,0,0,1,4.56434819146784,9.18594521514146,17.3708586194537,4.59511985013459
7.2,4983,1984,8,2.2,21,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,11000000,106,1632,2056,0,6359,0,986,0,0,0,0,0,1,7.39756153552405,7.62851762657506,16.2134058307626,4.66343909411207
5.7,4993,2000,14,2.35,31,12,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,40000000,116,132,16663,0,2634,0,1232,1,0,0,0,0,1,4.88280192258637,9.72094597153862,17.5043900120782,4.75359019110636
5.9,4995,1971,5,2.35,21,25,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,46000000,99,17,9959,0,8877,0,49,1,0,0,0,0,1,2.83321334405622,9.20623194393164,17.6441519544534,4.59511985013459
6.9,4999,1997,16,1.33,39,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,32000000,75,2,14603,0,4723,1,5556,0,0,0,0,0,1,0.693147180559945,9.58898226604047,17.281246460764,4.31748811353631
6.2,5003,2008,22,1.85,27,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23000000,98,248,4801,2,4280586,0,10615,0,1,0,0,0,1,5.51342874616498,8.47657950853094,16.9510047738934,4.58496747867057
6.2,5004,2001,14,2.35,14,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18000000,96,1701,1431,1,231,0,192,0,1,0,0,0,1,7.43897159239586,7.26612877955645,16.7058823158604,4.56434819146784
8,5005,1971,19,2.35,28,14,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9000000,181,556,3538,0,13062,0,4270,0,0,0,0,0,1,6.32076829425058,8.17131687471973,16.0127351353005,5.19849703126583
7,5008,2005,7,2.35,14,12,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,50000000,128,918,6245,0,16041,0,150,1,0,0,0,0,1,6.82219739062049,8.73953642255968,17.7275335633924,4.85203026391962
3.6,5013,1987,32,2.35,30,12,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17000000,134,295,6279,6,14907,0,2423,0,0,0,0,0,1,5.68697535633982,8.74496601111411,16.6487239020205,4.89783979995091
6.9,5014,2014,9,2.35,5,18,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18000000,111,2294,5205,1,4684,0,1304,0,1,0,0,0,1,7.73805229768932,8.55737498104907,16.7058823158604,4.70953020131233
7.7,5017,2006,18,1.85,13,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14000000,134,3448,1369,0,266,0,170,1,0,0,0,0,1,8.14554963178358,7.22183582528845,16.4545678875795,4.89783979995091
6.9,5027,1999,8,1.85,20,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6000000,106,45,8300,0,6500,0,3935,1,0,0,0,0,1,3.80666248977032,9.02401079378469,15.6072700271923,4.66343909411207
8.5,5032,2012,7,2.35,17,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000000,102,112,9155,0,582819,0,1504888,0,1,0,0,0,1,4.71849887129509,9.12205545710861,15.2018049190842,4.62497281328427
7.6,5034,2015,7,2.39,35,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,30000000,121,2094,205,2,1653,0,39709,1,0,0,0,0,1,7.64683139143048,5.32300997913841,17.2167079396264,4.79579054559674
7,5047,2008,17,2.35,19,29,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27000000,117,3250,2634,3,1984,0,343,1,0,0,0,0,1,8.08641027532378,7.87625888230323,17.1113474239686,4.76217393479776
6.8,5048,1996,14,2.35,13,21,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14500000,120,21,1469,2,3075,0,106,0,1,0,0,0,1,3.04452243772342,7.29233717617388,16.4896592073908,4.78749174278205
4.5,5052,2015,17,1.85,15,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8495000,91,148,9178,0,2956,0,1863,0,1,0,0,0,1,4.99721227376411,9.12456459495478,15.9549883130882,4.51085950651685
7.2,5061,1985,13,1.85,23,18,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31000000,161,351,4070,0,10002,0,559,0,0,0,0,0,1,5.86078622346587,8.31139827843664,17.2494977624494,5.08140436498446
7.3,5070,2012,6,2.35,14,18,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31000000,138,2020,2120,0,1993,0,341,1,0,0,0,0,1,7.61085279039525,7.65917136766606,17.2494977624494,4.92725368515721
5.8,5094,2008,5,1.85,14,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10800000,95,917,7090,0,3649,0,943,1,0,0,0,0,1,6.82110747225646,8.86644061952617,16.1950566920944,4.55387689160054
6.8,5106,1991,7,1.85,27,29,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,16500000,102,598,3438,1,6156,0,1578,0,1,0,0,0,1,6.39359075395063,8.1426451859428,16.6188709388708,4.62497281328427
7,5109,2010,9,1.85,13,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000000,120,877,8233,1,10863,0,44821,1,0,0,0,0,1,6.77650699237218,9.01590574729843,16.1180956509583,4.78749174278205
6.5,5115,2011,12,2.35,21,20,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35000000,116,889,4296,2,370,0,304,1,0,0,0,0,1,6.7900972355139,8.3654396361887,17.3708586194537,4.75359019110636
5.7,5116,1984,15,1.85,38,28,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,9000000,91,29,9401,4,6079,0,1448,0,0,0,0,0,1,3.36729582998647,9.14857134557855,16.0127351353005,4.51085950651685
6.1,5118,2016,16,2.35,14,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38000000,110,379,1638,4,4083,0,106,1,0,0,0,0,1,5.93753620508243,7.40123126441302,17.4530967176907,4.70048036579242
6.3,5119,2007,16,1.85,14,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1500000,84,190,19227,1,87573,0,7193,1,0,0,0,0,1,5.24702407216049,9.86407082017234,14.2209756660724,4.43081679884331
8,5130,1970,6,2.2,19,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,12000000,172,171,6332,0,25737,0,5003,0,0,0,0,0,1,5.14166355650266,8.7533714210009,16.3004172077523,5.14749447681345
4,5135,2015,15,1.85,14,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26000000,100,355,8534,5,1970,0,170,0,1,0,0,0,1,5.87211778947542,9.05181346374795,17.0736070959858,4.60517018598809
6.5,5138,2007,5,2.35,22,25,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8600000,84,235,8227,0,2168,0,754,1,0,0,0,0,1,5.45958551414416,9.01517670716893,15.9672727612237,4.43081679884331
8.5,5154,1964,68,1.66,6,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1800000,95,721,2074,0,9269,0,5003,0,0,0,0,0,0,6.58063913728495,7.63723438878947,14.4032972228664,4.55387689160054
4.6,5168,2000,19,2.35,31,15,19,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15000000,101,55,13103,1,6895,0,2870,1,0,0,0,0,1,4.00733318523247,9.48059649060458,16.5235607590665,4.61512051684126
4.1,5175,2001,25,1.85,40,24,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,22000000,104,7,53761,0,3677,0,1232,0,1,0,0,0,1,1.94591014905531,10.8923035762145,16.9065530113226,4.64439089914137
6.6,5177,2015,13,2.35,27,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50000000,114,631,3309,2,4461,0,513,1,0,0,0,0,1,6.44730586254121,8.10440130792161,17.7275335633924,4.7361984483945
5.3,5186,1996,27,2.35,32,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,25000000,90,46,14198,2,2814,0,4184,0,0,0,0,0,1,3.8286413964891,9.56085638859933,17.0343863828325,4.49980967033027
6.6,5188,2002,16,1.85,14,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16000000,112,273,19933,0,4071,0,1238,0,1,0,0,0,1,5.60947179518496,9.90013192872277,16.5880992802041,4.71849887129509
6.3,5189,2003,13,1.85,30,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,5000000,98,79,8924,1,3596,0,1578,1,0,0,0,0,1,4.36944785246702,9.09649955555242,15.4249484703984,4.58496747867057
6.1,5203,2010,18,2.35,22,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10000000,104,73,12140,4,9950,0,5469,1,0,0,0,0,1,4.29045944114839,9.40426106461349,16.1180956509583,4.64439089914137
5.7,5215,2006,7,1.85,13,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1500000,93,1505,6722,0,7144,0,5508,1,0,0,0,0,1,7.31654817718298,8.81314100828505,14.2209756660724,4.53259949315326
6.4,5221,2006,16,1.85,31,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,40000000,123,596,2136,1,3740,0,345,0,1,0,0,0,1,6.39024066706535,7.66669020008009,17.5043900120782,4.81218435537242
7.5,5231,1988,11,1.85,14,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15000000,92,1624,433,3,8643,0,1870,0,0,0,0,0,1,7.39264752072162,6.07073772800249,16.5235607590665,4.52178857704904
7.6,5234,2011,9,1.85,34,24,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,18000000,94,77,3100,0,6428,0,343,1,0,0,0,0,1,4.34380542185368,8.03915739047324,16.7058823158604,4.54329478227
6.7,5237,2013,10,2.35,22,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,28000000,115,1192,3278,0,20006,0,5431,0,1,0,0,0,1,7.0833878476253,8.09498875930377,17.1477150681395,4.74493212836325
6.1,5238,2003,11,2.35,27,15,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,36000000,109,125,9469,0,5830,0,577,1,0,0,0,0,1,4.8283137373023,9.1557785839835,17.3990294964204,4.69134788222914
4.5,5240,2008,34,1.85,41,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11000000,112,675,5598,1,7890,0,4439,0,0,0,0,0,1,6.51471269087253,8.6301646700754,16.2134058307626,4.71849887129509
8.4,5248,2000,19,1.37,5,21,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4500000,102,1345,695,0,13379,0,2776,1,0,0,0,0,1,7.20414929203594,6.54391184556479,15.3195879547405,4.62497281328427
7.7,5250,2003,13,2.35,20,18,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45000000,129,2303,957,9,5461,0,987,1,0,0,0,0,1,7.74196789982069,6.86380339145295,17.6221730477346,4.85981240436167
7.6,5261,2003,16,1.85,19,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,30000000,111,78,5021,1,2151,0,463,0,0,0,0,0,1,4.35670882668959,8.5213843960347,17.2167079396264,4.70953020131233
7.3,5263,1984,17,1.85,19,18,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14000000,105,1294,2477,1,8967,0,3155,1,0,0,0,0,1,7.16549347506085,7.81480342948936,16.4545678875795,4.65396035015752
6.2,5265,1985,26,2.35,32,12,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12305523,107,311,3800,2,21659,0,7189,0,1,0,0,0,1,5.73979291217923,8.24275634571448,16.3255587439516,4.67282883446191
8,5278,2003,12,2.35,28,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,25000000,138,1495,1301,0,6432,0,7875,1,0,0,0,0,1,7.30988148582479,7.1708884785125,17.0343863828325,4.92725368515721
5.6,5288,2003,11,1.85,14,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,101,12,10936,3,1947,0,2216,0,1,0,0,0,1,2.484906649788,9.29981537840379,16.8112428315183,4.61512051684126
7.8,5300,1992,24,2.35,34,21,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,40000000,117,241,1421,1,7219,0,3253,1,0,0,0,0,1,5.48479693349065,7.2591161280971,17.5043900120782,4.76217393479776
8.6,5317,1991,24,1.85,27,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,19000000,138,2100,536,0,11529,0,671,1,0,0,0,0,1,7.64969262371151,6.2841341610708,16.7599495371307,4.92725368515721
7.4,5318,1997,19,1.85,36,33,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15000000,107,258,4755,1,9484,0,1452,1,0,0,0,0,1,5.55295958492162,8.46695197497949,16.5235607590665,4.67282883446191
7,5321,2013,17,2.35,12,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37000000,118,1023,1092,4,2216,0,6931,1,0,0,0,0,1,6.93049476595163,6.99576615630485,17.4264284706085,4.77068462446567
4.9,5322,2014,5,1.85,6,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,100,776,6173,0,5661,0,2824,1,0,0,0,0,1,6.65415252018322,8.7279402223939,16.8112428315183,4.60517018598809
5.2,5326,2003,13,2.35,21,16,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41000000,108,46,8874,1,8593,0,3228,0,1,0,0,0,1,3.8286413964891,9.09088093193886,17.5290826246686,4.68213122712422
7.5,5329,2008,20,2.35,20,20,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21000000,124,14,4745,0,620,0,1232,1,0,0,0,0,1,2.63905732961526,8.46484671104403,16.8600329956877,4.82028156560504
5.3,5337,2003,24,2.35,37,33,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,17000000,94,49,7011,1,284,0,15241,0,0,0,0,0,1,3.89182029811063,8.85523562320697,16.6487239020205,4.54329478227
7.6,5339,2011,9,1.85,21,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,50000000,133,4848,1545,1,134,0,1232,0,1,0,0,0,1,8.48632152774915,7.34277918933185,17.7275335633924,4.89034912822175
7.4,5343,1961,11,1.66,21,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4000000,120,169,9455,2,14115,0,6637,0,0,1,0,0,0,5.12989871492307,9.15429898109256,15.2018049190842,4.78749174278205
7,5349,2003,10,2.35,23,11,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,22000000,133,3345,1750,0,13042,0,2073,1,0,0,0,0,1,8.11522197256233,7.46737106691756,16.9065530113226,4.89034912822175
7.8,5372,1989,26,1.85,23,18,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,40000000,108,551,2087,0,3149,0,976,0,0,0,0,0,1,6.31173480915291,7.6434829070772,17.5043900120782,4.68213122712422
4.4,5374,1996,24,2.35,22,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,40000000,99,161,5052,2,25746,0,785,0,1,0,0,0,1,5.08140436498446,8.52753948347038,17.5043900120782,4.59511985013459
7,5391,2006,5,2.35,13,21,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14000000,112,487,9179,0,4542,0,671,1,0,0,0,0,1,6.18826412308259,9.12467354521909,16.4545678875795,4.71849887129509
7,5401,2011,7,2.35,13,14,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15000000,107,2218,2364,0,1159,0,266,0,1,0,0,0,1,7.70436116791031,7.76811037852599,16.5235607590665,4.67282883446191
6.3,5408,2006,8,2.35,6,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17500000,110,209,5913,2,6054,0,76725,1,0,0,0,0,1,5.34233425196481,8.68490859582083,16.6777114388937,4.70048036579242
5.6,5409,2012,8,1.85,12,30,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1000000,112,2,85756,3,176338,0,57990,0,1,0,0,0,1,0.693147180559945,11.3592613334258,13.8155105579643,4.71849887129509
7,5413,1988,8,1.85,20,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,32000000,101,311,8149,1,4057,0,1278,0,1,0,0,0,1,5.73979291217923,9.00565049932022,17.281246460764,4.61512051684126
7.7,5414,1977,34,2.35,12,29,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19400870,135,1315,2779,0,7217,0,6492,0,0,0,0,0,1,7.18159194461187,7.9298464297425,16.7808284683889,4.90527477843843
7.2,5417,2000,19,1.85,13,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6000000,90,445,2914,0,1666,0,345,1,0,0,0,0,1,6.09807428216624,7.97728198675515,15.6072700271923,4.49980967033027
5.7,5418,2014,20,2.35,14,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24000000,106,417,7408,8,4759,0,604,0,1,0,0,0,1,6.0330862217988,8.91031577632602,16.9935643883122,4.66343909411207
7.4,5419,2006,6,2.35,21,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7000000,110,1325,4600,1,40977,0,1232,1,0,0,0,0,1,7.18916773842032,8.43381158247719,15.7614207070196,4.70048036579242
5.9,5455,2011,9,2.35,14,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36000000,111,1249,4019,3,3065,0,424,1,0,0,0,0,1,7.13009851012558,8.2987883944492,17.3990294964204,4.70953020131233
5.8,5464,1995,7,1.85,35,29,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,22000000,114,78,3048,0,4849,0,7139,0,1,0,0,0,1,4.35670882668959,8.02224091680654,16.9065530113226,4.7361984483945
6.6,5468,2006,9,2.35,27,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,52000000,102,11,9791,2,4382,0,254,0,1,0,0,0,1,2.39789527279837,9.18921887535407,17.7667542765457,4.62497281328427
5.9,5478,2001,7,2.35,22,29,13,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,49000000,85,104,6668,1,6475,0,304,0,1,0,0,0,1,4.64439089914137,8.80507524387068,17.7073308560749,4.44265125649032
6.3,5479,1997,8,1.85,6,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35000000,90,136,6540,0,3192,0,517,0,1,0,0,0,1,4.91265488573605,8.78569244445124,17.3708586194537,4.49980967033027
6.6,5499,2012,29,1.85,27,35,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,25000000,105,470,5885,0,1954,0,440,0,0,0,0,0,1,6.1527326947041,8.68016201969438,17.0343863828325,4.65396035015752
7,5504,2015,7,2.35,21,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20000000,118,0,416576,4,50756,0,21406,0,0,0,0,0,1,-Inf,12.9398241969321,16.8112428315183,4.77068462446567
6.6,5505,1992,5,2.35,21,21,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,35000000,140,41,10301,2,10551,0,3256,1,0,0,0,0,1,3.71357206670431,9.23999625688369,17.3708586194537,4.9416424226093
7.2,5513,2015,18,2.35,21,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25000000,112,477,1393,1,2776,0,413,0,1,0,0,0,1,6.16751649088834,7.23921497377981,17.0343863828325,4.71849887129509
